,tconst,primaryTitle,originalTitle,year,runtimeMinutes,genres,averageRating,numVotes
6433,tt8996466,Landlocked,Landlocked,2018,49,"Adult,Drama,Romance",6.8,6
6434,tt8996488,El xoc,El xoc,2018,61,Documentary,7.8,5
6435,tt8998472,You Might Be the Killer,You Might Be the Killer,2018,92,"Comedy,Horror,Mystery",6.0,3096
6436,tt8998634,Maid in Hell,Maid in Hell,2018,59,Documentary,7.6,29
6437,tt9000062,Maggie,Maggie,2018,88,"Comedy,Drama",6.5,67
6438,tt9001548,[Censored],[Censored],2018,63,"Documentary,History",5.9,16
6439,tt9002058,7ujuh,7ujuh,2018,90,"Horror,Thriller",6.3,16
6440,tt9004396,Tutte le mie notti,Tutte le mie notti,2018,81,Drama,6.5,40
6441,tt9004756,Soccer Is War,Soccer Is War,2018,85,Documentary,7.0,10
6442,tt9005376,Orange Days,Rooz-haye Narenji,2018,102,Drama,6.4,49
6443,tt9005462,Lo que siento por ti,Lo que siento por ti,2018,90,Drama,8.0,33
6444,tt9006040,The Hopeful Romantic,The Hopeful Romantic,2018,106,"Comedy,Romance",7.2,24
6445,tt9007142,The Dark Side of Life: Mumbai City,The Dark Side of Life: Mumbai City,2018,125,Drama,7.1,597
6446,tt9009474,Decoding the Driftless,Decoding the Driftless,2018,61,Documentary,8.7,21
6447,tt9010228,A Banana? At This Time of Night?,Konna yofuke ni banana kayo: Kanashiki jitsuwa,2018,120,Comedy,6.3,53
6448,tt9010458,Wander Bra,Wander Bra,2018,82,Comedy,5.2,6
6449,tt9011126,8MM Bullet,8MM Bullet,2018,146,Crime,7.7,45
6450,tt9011228,L 38,L 38,2018,80,Crime,3.4,5
6451,tt9011390,Seestück,Seestück,2018,135,Documentary,7.0,5
6452,tt9014720,Kingsway,Kingsway,2018,88,Drama,6.8,12
6453,tt9014884,Sharato Lagu,Sharato Lagu,2018,137,"Comedy,Drama,Romance",7.7,342
6454,tt9014886,Tanabata's Wife,Tanabata's Wife,2018,90,Drama,8.3,6
6455,tt9014996,Terror Nullius,Terror Nullius,2018,54,"Adventure,Comedy,Fantasy",7.7,29
6456,tt9015532,"Santiago, Italia","Santiago, Italia",2018,80,"Documentary,History",7.2,363
6457,tt9015764,Itoshi no Irene,Itoshi no Irene,2018,137,Romance,6.7,38
6458,tt9015842,Hopeless Romantic,Hopeless Romantic,2018,85,Comedy,7.9,8
6459,tt9016006,Alpha: The Right to Kill,Alpha: The Right to Kill,2018,94,"Crime,Drama,Thriller",6.2,146
6460,tt9016296,Best Intentions,Les bonnes intentions,2018,103,"Comedy,Drama",5.7,158
6461,tt9018542,David Attenborough's Tasmania,David Attenborough's Tasmania,2018,50,Documentary,7.5,76
6462,tt9018570,Jesus,Boku wa Iesu-sama ga kirai,2018,76,Drama,6.5,103
6463,tt9018898,Same God,Same God,2018,95,Documentary,8.1,9
6464,tt9020130,The Road Not Taken,Wei ze zhi lu,2018,113,"Comedy,Crime,Drama",6.5,66
6465,tt9020228,Father the Flame,Father the Flame,2018,78,Documentary,7.8,13
6466,tt9020334,The Silence Of Om,The Silence Of Om,2018,100,Drama,5.8,8
6467,tt9020428,Abay Babes,Abay Babes,2018,108,Comedy,7.7,22
6468,tt9020586,Please Don't Marry My Mom,"Chu Oi, Dung Lay Me con",2018,90,"Comedy,Family,Romance",4.6,8
6469,tt9020894,Temporary Difficulties,Vremennye trudnosti,2018,86,Drama,3.2,402
6470,tt9021140,Homestay,Homestay,2018,132,"Drama,Fantasy,Thriller",7.5,932
6471,tt9021184,Flesh Memory,Flesh Memory,2018,59,Documentary,5.5,55
6472,tt9021374,The Dragon Unleashed,The Dragon Unleashed,2018,77,Action,2.8,176
6473,tt9021508,Bridges of Time,Bridges of Time,2018,78,Documentary,6.9,39
6474,tt9024076,Warren Miller's Face of Winter,Warren Miller's Face of Winter,2018,105,"Documentary,Sport",8.1,9
6475,tt9024126,Clean Up,Clean Up,2018,101,Drama,7.5,14
6476,tt9024440,A Meowy Halloween,A Meowy Halloween,2018,50,"Comedy,Family,Horror",6.5,20
6477,tt9025104,"Léopold, roi des Belges","Léopold, roi des Belges",2018,48,"Animation,Comedy,History",7.8,13
6478,tt9025112,Domingo,Domingo,2018,94,"Comedy,Drama",6.3,48
6479,tt9025208,1 Angry Black Man,1 Angry Black Man,2018,92,Drama,7.2,9
6480,tt9025292,Conversazioni atomiche,Conversazioni atomiche,2018,84,Documentary,8.4,5
6481,tt9025318,Baco Becce,Baco Becce,2018,87,Comedy,8.7,20
6482,tt9025650,Medicated,Lääkekoe,2018,62,"Action,Horror,Mystery",5.5,20
6483,tt9026024,Bocadillo,Bocadillo,2018,75,Comedy,1.5,388
6484,tt9026262,Rich Piana Chronicles,Rich Piana Chronicles,2018,98,Documentary,7.4,25
6485,tt9027438,But Now Is Perfect,But Now Is Perfect,2018,56,Documentary,7.1,22
6486,tt9028730,The Play,Hra,2018,93,"Comedy,Drama,Romance",7.4,13
6487,tt9030432,Aigaio SOS,Aigaio SOS,2018,90,"Action,Comedy",3.5,392
6488,tt9030752,Mitra,Mitra,2018,83,Musical,6.3,6
6489,tt9030796,Possible Faces,Eol-gul-deul,2018,132,\N,6.4,7
6490,tt9030814,Second Time Around,Segunda vez,2018,94,Documentary,5.9,11
6491,tt9031490,Island,Ilha,2018,94,Drama,7.3,25
6492,tt9031530,Being Mario Götze,Being Mario Götze,2018,136,"Biography,Documentary,Sport",7.1,48
6493,tt9031644,Luna,Luna,2018,90,Drama,7.1,9
6494,tt9032124,The Man Who Bought the Moon,L'uomo che comprò la luna,2018,105,Comedy,6.7,207
6495,tt9032866,Caiga quien caiga,Caiga quien caiga,2018,98,Thriller,5.0,21
6496,tt9032914,Ni distintos ni diferentes: Campeones,Ni distintos ni diferentes: Campeones,2018,87,Documentary,7.5,26
6497,tt9033134,Arwah Tumbal Nyai the Trilogy: part Arwah,Arwah Tumbal Nyai the Trilogy: part Arwah,2018,104,Horror,3.4,41
6498,tt9033432,Sunny,Sunny,2018,155,Drama,5.0,31
6499,tt9033534,Love in 50 Meters,50 mi zhi lian,2018,91,Romance,4.7,23
6500,tt9033670,Mausam Ikrar Ke Do Pal Pyar Ke,Mausam Ikrar Ke Do Pal Pyar Ke,2018,130,Drama,2.8,5
6501,tt9034180,Sly,Sly,2018,88,"Comedy,Drama",4.3,344
6502,tt9034308,Patient 001,Patient 001,2018,87,"Horror,Sci-Fi,Thriller",4.6,92
6503,tt9034530,"Lost, Found",Zhao dao ni,2018,102,"Drama,Mystery",6.6,216
6504,tt9036926,Bei shang ni liu cheng he,Bei shang ni liu cheng he,2018,104,Romance,6.0,99
6505,tt9037222,"Ya, Ty, Vin, Vona","Ya, Ty, Vin, Vona",2018,96,Comedy,5.3,241
6506,tt9037804,School Circles,School Circles,2018,89,Documentary,7.8,9
6507,tt9038026,Columbus in America,Columbus in America,2018,88,Documentary,4.9,20
6508,tt9038270,Funke!,Funke!,2018,86,"Comedy,Drama,Family",7.6,9
6509,tt9038976,Battle Bots,Battle Bots,2018,67,"Action,Adventure,Sci-Fi",2.3,95
6510,tt9039158,Losing Detroit,Losing Detroit,2018,77,Documentary,7.2,19
6511,tt9042318,1968: The Global Revolt,1968: The Global Revolt,2018,180,Documentary,6.4,5
6512,tt9042360,3AM,3: AM (malay movie),2018,92,Horror,2.0,6
6513,tt9042456,The Skin of the Teeth,The Skin of the Teeth,2018,80,"Drama,Thriller",5.6,64
6514,tt9042690,The Negotiation,The Negotiation,2018,89,"Documentary,History,War",7.5,46
6515,tt9044128,Suzzanna: Buried Alive,Suzzanna: Bernapas dalam Kubur,2018,125,"Comedy,Drama,Horror",5.8,636
6516,tt9044540,Vidyoday,Vidyoday,2018,108,Documentary,8.5,6
6517,tt9045270,Enigma,Enigma,2018,80,Drama,6.3,20
6518,tt9046048,Unforgotten,Unforgotten,2018,48,Documentary,7.6,7
6519,tt9046118,Crimen por Omisión,Crimen por Omisión,2018,82,Drama,7.4,5
6520,tt9046516,Good Morning Son,Good Morning Son,2018,81,Drama,7.2,16
6521,tt9046772,Excelentíssimos,Excelentíssimos,2018,152,Documentary,6.5,109
6522,tt9046850,Serce nie sluga,Serce nie sluga,2018,89,"Comedy,Family,Romance",5.1,82
6523,tt9046926,0000: A Shark Odyssey,0000: A Shark Odyssey,2018,91,"Animation,Comedy,Musical",1.5,34
6524,tt9047010,The Man Who Fights With Ghosts,The Man Who Fights With Ghosts,2018,52,Documentary,6.5,15
6525,tt9047474,La flor,La flor,2018,808,"Drama,Fantasy,Musical",7.9,204
6526,tt9047754,1999,1999,2018,94,Documentary,7.4,5
6527,tt9048026,El Rey,El Rey,2018,81,"Biography,Comedy",6.6,96
6528,tt9048474,Secret Ingredients,Secret Ingredients,2018,80,Documentary,8.5,14
6529,tt9048790,Let The Bell Ring,Let The Bell Ring,2018,90,Documentary,8.1,14
6530,tt9050098,Apolo. La juventud baila,Apolo. La juventud baila,2018,49,\N,7.2,13
6531,tt9050268,Sparta,Sparta,2018,53,"Drama,Thriller",6.7,59
6532,tt9050330,Ann Rolls Green,Ann Rolls Green,2018,102,"Adventure,Comedy,Drama",4.8,5
6533,tt9051760,Peret: My Name Is Rumba,Peret: yo soy la rumba,2018,92,"Biography,Documentary,Music",7.6,9
6534,tt9051988,Limpam com Fogo,Limpam com Fogo,2018,84,Documentary,8.4,5
6535,tt9052852,Liam dan Laila,Liam dan Laila,2018,94,Drama,7.3,10
6536,tt9052864,Natakam,Natakam,2018,120,Action,6.1,34
6537,tt9053132,Hamada,Hamada,2018,89,Documentary,7.4,50
6538,tt9053432,Guru Da Banda,Guru Da Banda,2018,136,Drama,5.8,6
6539,tt9053472,The Joy of AI,The Joy of AI,2018,59,Documentary,7.3,22
6540,tt9053566,The Horizon Guide to AI,The Horizon Guide to AI,2018,59,Documentary,8.0,7
6541,tt9053858,Menunggu Pagi,Menunggu Pagi,2018,82,Drama,7.5,8
6542,tt9053906,The Lingering,Ku zak,2018,86,Horror,4.5,142
6543,tt9054710,Minds Wide Open: unlocking the potential of the human brain,Minds Wide Open: unlocking the potential of the human brain,2018,61,Documentary,7.8,5
6544,tt9055630,H0us3,H0us3,2018,105,"Horror,Sci-Fi,Thriller",7.7,26
6545,tt9055926,National Theatre Live: King Lear,National Theatre Live: King Lear,2018,227,Drama,8.6,172
6546,tt9056146,Julia y el zorro,Julia y el zorro,2018,105,Drama,6.4,26
6547,tt9056174,Play with Me,Play with Me,2018,68,Horror,4.1,9
6548,tt9056522,"Love, Scott","Love, Scott",2018,76,Documentary,6.9,8
6549,tt9056646,Bearer,Dar Vajhe Hamel,2018,80,Drama,5.4,58
6550,tt9056798,Whispering Truth to Power,Whispering Truth to Power,2018,87,Documentary,7.4,8
6551,tt9057154,Oreina,Oreina,2018,88,Drama,6.2,39
6552,tt9057168,Dantza,Dantza,2018,98,"Drama,Musical",6.7,33
6553,tt9057180,Jump,Jump,2018,64,Drama,7.8,6
6554,tt9057442,In Search...,In Search...,2018,90,"Biography,Documentary",8.0,5
6555,tt9058902,Jingle Belle,Jingle Belle,2018,86,"Drama,Musical,Romance",6.3,237
6556,tt9059202,Kuch Der Aur,Kuch Der Aur,2018,65,Drama,8.5,41
6557,tt9059806,Category III: The Untold Story of Hong Kong Exploitation Cinema,Category III: The Untold Story of Hong Kong Exploitation Cinema,2018,84,Documentary,6.3,40
6558,tt9059838,Repeat Offender,Repeat Offender,2018,80,Documentary,9.3,20
6559,tt9060042,Igapäevaelu müstika,Igapäevaelu müstika,2018,82,Documentary,7.5,39
6560,tt9060058,Tuulte tahutud maa,Tuulte tahutud maa,2018,63,Documentary,7.6,205
6561,tt9060390,First Love,First Love,2018,122,"Drama,Romance",5.8,76
6562,tt9060598,Requiescat,Requiescat,2018,18,"Drama,Short",8.8,8
6563,tt9060712,The Lads,The Lads,2018,104,Comedy,6.8,10
6564,tt9060866,Bebek Geliyorum Demez,Bebek Geliyorum Demez,2018,104,Comedy,4.7,100
6565,tt9061192,Problemo,Problemo,2018,89,"Mystery,Thriller",6.9,22
6566,tt9061198,The Adjudicator,The Adjudicator,2018,102,Crime,5.3,6
6567,tt9062342,"El Potro, lo mejor del amor","El Potro, lo mejor del amor",2018,122,"Biography,Drama,Music",5.1,535
6568,tt9063026,Viimane vürst,Viimane vürst,2018,75,Documentary,6.6,7
6569,tt9063106,Paskal,Paskal: The Movie,2018,115,"Action,Drama",6.9,2449
6570,tt9063470,Juug Gone Wrong,Juug Gone Wrong,2018,103,Drama,2.8,44
6571,tt9063518,Sprekend Nederland,Sprekend Nederland,2018,82,Documentary,7.0,44
6572,tt9063684,"Pup-o, ma!","Pup-o, ma!",2018,90,Comedy,6.5,345
6573,tt9064028,The Least Professional Broadcaster,The Least Professional Broadcaster,2018,79,Documentary,9.1,101
6574,tt9064074,Losing Alaska,Losing Alaska,2018,83,Documentary,7.2,9
6575,tt9064242,An Engineered Dream,An Engineered Dream,2018,72,Documentary,8.1,7
6576,tt9064564,O Nó do Diabo,O Nó do Diabo,2018,128,"Drama,Horror",6.1,25
6577,tt9064614,My Calendar Girl,A Moça do Calendário,2018,86,Drama,5.8,18
6578,tt9064624,Departure with the Dead,Departure with the Dead,2018,55,"Drama,Fantasy",8.3,16
6579,tt9066236,Phantom from the Deep,Phantom from the Deep,2018,90,Action,3.4,12
6580,tt9066502,Whatever Happened to My Revolution,Tout ce qu'il me reste de la révolution,2018,88,Comedy,6.3,127
6581,tt9066702,Cristiano Rolando,Cristiano Rolando,2018,94,Comedy,7.6,65
6582,tt9067270,Illegal Being,Illegal Being,2018,87,"Drama,Romance,Sci-Fi",7.6,11
6583,tt9067278,Who's Next,Who's Next,2018,90,Drama,5.7,6
6584,tt9068130,Is Trump for Real?,Is Trump for Real?,2018,63,Documentary,4.0,7
6585,tt9068182,Wicked Tales,Wicked Tales,2018,45,Horror,5.3,10
6586,tt9068190,Barbara Rubin and the Exploding NY Underground,Barbara Rubin and the Exploding NY Underground,2018,78,Documentary,7.0,35
6587,tt9070794,Holiday Spectacular,Holiday Spectacular,2018,48,Family,7.1,20
6588,tt9070934,The Journey of Karma,The Journey of Karma,2018,98,Drama,6.3,50
6589,tt9071066,Manaslu - Berg der Seelen,Manaslu - Berg der Seelen,2018,118,"Biography,Documentary,Sport",7.4,67
6590,tt9071108,The Mouse in The Bread,The Mouse in The Bread,2018,66,Drama,5.5,8
6591,tt9071764,Hasina: A Daughter's Tale,Hasina: A Daughter's Tale,2018,70,"Documentary,History",7.4,367
6592,tt9072902,Infini-T Force the Movie: Farewell Gatchaman My Friend,Infini-T Force the Movie: Farewell Gatchaman My Friend,2018,91,"Action,Animation",8.2,6
6593,tt9074110,Mads Holger - Til farvel,Mads Holger - Til farvel,2018,70,"Biography,Documentary",6.5,21
6594,tt9074150,Nithyaharitha Nayakan,Nithyaharitha Nayakan,2018,155,Comedy,5.5,52
6595,tt9074158,Merija's Journey,Merijas celojums,2018,80,Documentary,7.4,25
6596,tt9074344,Para sa broken hearted,Para sa broken hearted,2018,92,Drama,7.7,22
6597,tt9076512,Rose of Betrayal,Rose of Betrayal,2018,100,Comedy,4.5,13
6598,tt9076570,Three Husbands,Sam foo,2018,101,"Drama,Fantasy",5.9,204
6599,tt9076868,Season for Love Songs,Mùa Viêt Tình Ca,2018,104,Music,6.7,6
6600,tt9077694,Lisa!,Lisa!,2018,81,Drama,7.7,12
6601,tt9077744,Mare Nostrum,Mare Nostrum,2018,110,Drama,6.6,21
6602,tt9078014,Erased,Izbrisana,2018,85,Drama,7.0,124
6603,tt9078042,Vida a bordo,Vida a bordo,2018,69,Documentary,7.8,8
6604,tt9078086,Greetings From Free Forests,Greetings From Free Forests,2018,98,Documentary,6.7,7
6605,tt9078374,Last Letter,"Ni hao, Zhihua",2018,114,"Drama,Romance",6.4,388
6606,tt9078412,Dad's Suit,Lao da ren,2018,95,Drama,6.8,34
6607,tt9079178,My Soul Drifts Light,My Soul Drifts Light,2018,90,Documentary,7.7,6
6608,tt9079952,Post Apocalyptic Commando Shark,Post Apocalyptic Commando Shark,2018,82,"Action,Comedy",6.1,25
6609,tt9080710,Mr. Presto,Mr. Presto,2018,111,Comedy,7.4,19
6610,tt9081188,Fireman Sam: Set for Action!,Fireman Sam: Set for Action!,2018,62,"Action,Adventure,Animation",5.0,63
6611,tt9081300,Natsume's Book of Friends The Movie: Tied to the Temporal World,Natsume's Book of Friends The Movie: Tied to the Temporal World,2018,104,"Animation,Drama",7.1,200
6612,tt9081418,Shrimoti Bhoyonkori,Shrimoti Bhoyonkori,2018,54,Romance,5.4,13
6613,tt9081436,Shesh Theke Shuru,Shesh Theke Shuru,2018,50,Romance,8.2,22
6614,tt9081472,Aickarakkonathe Bhishaguaranmaar,Aickarakkonathe Bhishaguaranmaar,2018,144,Drama,8.8,221
6615,tt9081562,More Than Blue,Bi bei shang geng bei shang de gu shi,2018,105,Romance,5.9,740
6616,tt9081572,Womit haben wir das verdient?,Womit haben wir das verdient?,2018,91,Comedy,5.7,218
6617,tt9081774,Kuang tu,Kuang tu,2018,105,Action,6.6,181
6618,tt9082142,Suryansh,Suryansh,2018,137,Action,8.1,15
6619,tt9083724,Love and Four Walls,Love and Four Walls,2018,96,Drama,2.4,24
6620,tt9084890,Nathicharami,Nathicharami,2018,113,Drama,7.3,99
6621,tt9085676,My War Hero Uncle,Elifelet,2018,52,Documentary,8.2,6
6622,tt9085982,"Iyengar: The Man, Yoga, and the Student's Journey","Iyengar: The Man, Yoga, and the Student's Journey",2018,107,Documentary,7.8,6
6623,tt9088588,Salvador Dalí: In Search of Immortality,Salvador Dalí: In Search of Immortality,2018,110,Documentary,7.3,49
6624,tt9089294,The Seven Deadly Sins the Movie: Prisoners of the Sky,The Seven Deadly Sins: Prisoners of the Sky,2018,99,"Action,Animation,Fantasy",7.2,2330
6625,tt9089908,Beautiful Vampire,Beautiful Vampire,2018,73,"Drama,Fantasy,Romance",5.5,98
6626,tt9090362,Nakorn-Sawan,Nakorn-Sawan,2018,77,Drama,6.4,27
6627,tt9092040,El otro verano,El otro verano,2018,72,Drama,4.6,7
6628,tt9094002,Cin Tepesi,Cin Tepesi,2018,81,Horror,4.0,131
6629,tt9094112,Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure,Willy and the Guardians of the Lake,2018,70,Animation,7.1,14
6630,tt9094134,"Rona, Azim's Mother","Rona, Madar-e Azim",2018,89,Drama,7.7,67
6631,tt9094484,Budjenje u strahu,Budjenje u strahu,2018,48,Drama,9.0,31
6632,tt9094782,The Laws of the Universe: Part I,Uchu no Ho: Reimei-hen,2018,120,"Action,Adventure,Animation",6.7,25
6633,tt9094788,Beautiful Corruption,Beautiful Corruption,2018,108,Drama,8.6,29
6634,tt9094846,Dancing in the Rain,Dancing in the Rain,2018,101,Drama,8.1,47
6635,tt9094980,Water Lilies of Monet - The Magic of Water and Light,Le ninfee di Monet - Un incantesimo di acqua e luce,2018,80,Documentary,7.0,58
6636,tt9095324,Coldplay: A Head Full of Dreams,Coldplay: A Head Full of Dreams,2018,115,"Documentary,Music",8.0,2084
6637,tt9097086,Together,Together,2018,84,Drama,7.4,39
6638,tt9097546,Happy Birthday Hannah,Happy Birthday Hannah,2018,81,Horror,3.4,78
6639,tt9097864,My Thesis Film: A Thesis Film by Erik Anderson,My Thesis Film: A Thesis Film by Erik Anderson,2018,233,Drama,9.2,22
6640,tt9098914,Die 1000 Glotzböbbel vom Dr. Mabuse,Die 1000 Glotzböbbel vom Dr. Mabuse,2018,89,Comedy,5.9,47
6641,tt9101048,Cankar,Cankar,2018,93,Biography,6.8,10
6642,tt9104296,1 Billion Orgasms,1 Billion Orgasms,2018,76,Documentary,7.4,19
6643,tt9104382,Gina Jaqueline - Midt i en drøm,Gina Jaqueline - Midt i en drøm,2018,70,"Biography,Documentary",4.5,11
6644,tt9104906,Bhairava Geetha,Bhairava Geetha,2018,119,Drama,5.3,53
6645,tt9105508,Wild and Free,Wild and Free,2018,105,Drama,6.8,150
6646,tt9105556,Lara - Aribelle si mana destinului,Lara - Aribelle si mana destinului,2018,103,Adventure,5.6,8
6647,tt9105702,Da vinden snudde,Da vinden snudde,2018,64,Documentary,9.1,12
6648,tt9105846,I'll come back home,I'll come back home,2018,87,Drama,4.9,7
6649,tt9106530,Dark Punch,Dark Punch,2018,84,Thriller,4.3,6
6650,tt9107368,Bob Lazar: Area 51 & Flying Saucers,Bob Lazar: Area 51 & Flying Saucers,2018,97,Documentary,5.5,3227
6651,tt9108390,The Prince of Tennis Best Games!!,The Prince of Tennis Best Games!!,2018,46,Sport,7.6,9
6652,tt9109206,The Secret Diary of Symon Petliura,The Secret Diary of Symon Petliura,2018,123,"Biography,History",7.1,58
6653,tt9109306,The Final Wish,The Final Wish,2018,95,Horror,4.2,2269
6654,tt9109760,Antes del Olvido,Antes del Olvido,2018,103,Drama,6.9,10
6655,tt9109822,Monster Strike The Movie: Sora no Kanata,Monster Strike The Movie: Sora no Kanata,2018,97,"Action,Animation",2.6,21
6656,tt9110376,Pushkin Hills,Zapovednik,2018,110,Drama,4.3,38
6657,tt9110566,The Damned,Mekulalim,2018,81,"Horror,Thriller",6.7,26
6658,tt9112578,Billie and Emma,Billie and Emma,2018,107,Romance,7.1,28
6659,tt9113216,Voetbal is oorlog,Voetbal is oorlog,2018,84,"Documentary,Sport",7.7,40
6660,tt9113772,A Volta ao Mundo Quando Tinhas 30 Anos,A Volta ao Mundo Quando Tinhas 30 Anos,2018,110,Documentary,7.2,14
6661,tt9113970,VMayakovskiy,VMayakovskiy,2018,122,"Biography,Documentary,Drama",6.1,21
6662,tt9114436,You Are My Friend,Jij bent mijn vriend,2018,77,Documentary,6.7,38
6663,tt9114570,Jack Stone: Diamond Cutter,Jack Stone: Diamond Cutter,2018,45,"Action,Thriller",7.6,14
6664,tt9115662,Monsieur,Monsieur,2018,97,Documentary,6.1,14
6665,tt9116094,Klimt & Schiele - Eros and Psyche,Klimt & Schiele - Eros and Psyche,2018,95,Documentary,7.1,101
6666,tt9116320,Dünya Hali,Dünya Hali,2018,101,Comedy,5.2,69
6667,tt9118870,Ente Ummante Peru,Ente Ummante Peru,2018,131,Drama,6.7,596
6668,tt9120458,The Morning After: Part One,The Morning After: Part One,2018,51,Comedy,6.0,12
6669,tt9120924,Silent and Forgotten,Silent and Forgotten,2018,150,"Biography,Documentary",9.3,7
6670,tt9120936,Fly By Night,Fly By Night,2018,100,"Crime,Drama",6.4,99
6671,tt9121144,Generasi Micin,Generasi Micin,2018,88,"Comedy,Drama",6.3,56
6672,tt9121194,Red Call,Red Call,2018,85,Drama,8.4,13
6673,tt9121254,Guang,Guang,2018,88,"Drama,Family",8.2,90
6674,tt9121568,Butterfly,Butterfly,2018,80,"Documentary,Sport",7.5,23
6675,tt9121650,Dear Nathan Hello Salma,Dear Nathan Hello Salma,2018,101,Drama,8.3,173
6676,tt9124244,Hey!,Hey!,2018,90,"Comedy,Drama,Fantasy",6.0,22
6677,tt9124428,Champion,Bizim Için Sampiyon,2018,130,"Drama,Romance,Sport",8.5,5060
6678,tt9124532,Arada,Arada,2018,65,Comedy,5.9,25
6679,tt9124794,Army of Lovers in the Holy Land,Army of Lovers BeEretz HaKodesh,2018,65,Documentary,8.2,6
6680,tt9124840,Organik Ask,Organik Ask,2018,100,"Comedy,Romance",4.5,72
6681,tt9125432,The Island,The Island,2018,94,"Action,Thriller",7.2,8
6682,tt9125746,Jaga Pocong,Jaga Pocong,2018,83,Horror,6.9,97
6683,tt9125958,Beware the Eye of Amun-Ra,Beware the Eye of Amun-Ra,2018,90,"Adventure,Animation,Comedy",4.9,22
6684,tt9125992,Udumbara,Udumbara,2018,118,"Drama,Sport",8.5,43
6685,tt9128686,The Pool,The Pool,2018,91,"Action,Drama,Thriller",5.7,656
6686,tt9128994,Centar,Centar,2018,48,Documentary,6.3,7
6687,tt9129406,Beyond Boundaries: The Harvey Weinstein Scandal,Beyond Boundaries: The Harvey Weinstein Scandal,2018,94,Documentary,4.4,97
6688,tt9129428,Parents' School,Elternschule,2018,117,Documentary,6.4,41
6689,tt9129474,Mike Ward: Infamous,Mike Ward: Infamous,2018,60,Comedy,7.3,6
6690,tt9129726,Burning. Noches de rock and roll,Burning. Noches de rock and roll,2018,89,"Documentary,Music",6.2,9
6691,tt9129734,Interactive Introverts,Interactive Introverts,2018,118,Comedy,4.5,171
6692,tt9129808,Distinction,Distinction,2018,100,Drama,5.3,165
6693,tt9129920,Anti Zombie Force,Anti Zombie Force,2018,71,Horror,2.5,11
6694,tt9130246,Naal,Naal,2018,117,Drama,8.4,619
6695,tt9130552,Hotel Soul Good,Lui wong jong do jeng,2018,100,Comedy,4.3,126
6696,tt9130674,The Red Phallus,The Red Phallus,2018,85,Drama,6.2,36
6697,tt9134204,Selling Children,Selling Children,2018,58,Documentary,7.5,24
6698,tt9135556,Dummycrats,Dummycrats,2018,78,Documentary,4.7,95
6699,tt9135740,Asal Kau Bahagia,Asal Kau Bahagia,2018,88,Drama,7.6,54
6700,tt9135762,Curiosity and Control,Curiosity and Control,2018,57,Documentary,8.5,10
6701,tt9135772,Thou Shalt Not Kill,Sa nu ucizi,2018,120,Drama,6.8,108
6702,tt9135854,Take the Ball Pass the Ball: The Making of the Greatest Team in the World,Take the Ball Pass the Ball: The Making of the Greatest Team in the World,2018,109,"Documentary,Sport",8.2,1608
6703,tt9135870,The Dead and the Damned 3: Ravaged,The Dead and the Damned 3: Ravaged,2018,85,Horror,2.5,62
6704,tt9135938,De Beveiligers,De Beveiligers,2018,70,Documentary,6.5,15
6705,tt9135944,Of Fish and Foe,Of Fish and Foe,2018,91,Documentary,6.3,15
6706,tt9136292,Joking Jazz 5G,Luang Pee Jazz 5G,2018,114,Comedy,3.8,13
6707,tt9139412,El ummar,El ummar,2018,77,Horror,4.3,134
6708,tt9139660,Dead End,Punto Muerto,2018,77,"Crime,Mystery",6.9,30
6709,tt9139664,Jack Em Popoy: The Puliscredibles,Jack Em Popoy: The Puliscredibles,2018,115,"Action,Comedy,Thriller",6.5,44
6710,tt9140306,"Onneli, Anneli ja nukutuskello","Onneli, Anneli ja nukutuskello",2018,78,Family,5.0,34
6711,tt9140380,Up the Mountain,Huo shan,2018,126,Documentary,7.8,23
6712,tt9140572,Arif V 216 Yapmislar Ama Nasil?,Arif V 216 Yapmislar Ama Nasil?,2018,105,Documentary,7.4,11
6713,tt9140758,Hills Without Names,Hills Without Names,2018,93,Drama,8.1,25
6714,tt9140904,Fan of Amoory,Fan of Amoory,2018,91,Drama,5.4,5
6715,tt9140990,Sing Me a Song,Poj mi pesem,2018,107,Documentary,6.9,11
6716,tt9141128,The Donkey King,The Donkey King,2018,85,"Animation,Comedy,Family",7.1,324
6717,tt9142946,Birthday,Birthday,2018,63,Documentary,7.6,5
6718,tt9143166,Blood Falls,Blood Falls,2018,99,Horror,5.8,57
6719,tt9143304,Above Majestic,Above Majestic,2018,133,Documentary,6.5,641
6720,tt9143604,The World is Full of Secrets,The World is Full of Secrets,2018,98,"Drama,Horror",6.7,20
6721,tt9143942,The Goose Goes South,Daegwanramcha,2018,110,"Drama,Music",6.0,17
6722,tt9144530,Satash,Satash,2018,91,"Drama,Western",5.0,7
6723,tt9144672,Kafalar Karisik,Kafalar Karisik,2018,95,Comedy,2.9,1445
6724,tt9145448,Leakage,Leakage,2018,105,Drama,6.8,16
6725,tt9146130,The Returning,The Returning,2018,88,Horror,5.8,16
6726,tt9146318,KKKillers,KKKillers,2018,77,"Horror,Thriller",3.7,9
6727,tt9146462,Running For Good: The Fiona Oakes Documentary,Running For Good: The Fiona Oakes Documentary,2018,74,Documentary,7.7,127
6728,tt9148454,The Feminister,The Feminister,2018,93,"Biography,Documentary,Drama",6.2,17
