,tconst,primaryTitle,originalTitle,year,runtimeMinutes,genres,averageRating,numVotes
1522,tt6043142,Skin,Skin,2018,118,"Biography,Crime,Drama",7.4,10912
1523,tt6046314,Bel Canto,Bel Canto,2018,100,"Drama,Music,Romance",5.4,2162
1524,tt6050396,What Doesn't Kill Us,Was uns nicht umbringt,2018,129,Drama,5.6,131
1525,tt6051096,The Axiom,The Axiom,2018,98,Horror,6.6,4981
1526,tt6051292,Iron Warrioresses,Stålkrigarinnor,2018,80,"Drama,History",5.8,6
1527,tt6051424,Hell's Kitty,Hell's Kitty,2018,98,"Comedy,Horror",3.5,139
1528,tt6053472,The Toybox,The Toybox,2018,95,"Horror,Thriller",3.7,1535
1529,tt6053938,The Laws of Thermodynamics,Las leyes de la termodinámica,2018,100,Comedy,6.0,1993
1530,tt6053948,Sunday's Illness,La enfermedad del domingo,2018,113,Drama,6.9,2188
1531,tt6054710,Anthem of a Teenage Prophet,Anthem of a Teenage Prophet,2018,105,Drama,5.2,257
1532,tt6055450,Red Army Hooligans,Red Army Hooligans,2018,88,Crime,1.9,247
1533,tt6055538,Vitello,Vitello,2018,72,Family,6.8,29
1534,tt6057204,The Chain,The Chain,2018,85,"Drama,Thriller",7.4,15
1535,tt6057574,Julia Blue,Julia Blue,2018,86,"Drama,Romance,War",7.0,23
1536,tt6058084,The Return,The Return,2018,85,"Documentary,Drama",7.1,106
1537,tt6058226,Ekvtime: Man of God,Ekvtime: Man of God,2018,132,"Biography,Drama,History",9.2,2622
1538,tt6061074,First Match,First Match,2018,102,"Drama,Sport",6.3,1641
1539,tt6063050,Acrimony,Acrimony,2018,120,"Drama,Romance,Thriller",5.8,6779
1540,tt6064520,"Rich Boy, Rich Girl","Rich Boy, Rich Girl",2018,108,"Comedy,Drama,Romance",4.3,158
1541,tt6065246,Kinky,Kinky,2018,93,"Drama,Romance",3.1,138
1542,tt6067388,The Cat Rescuers,The Cat Rescuers,2018,87,Documentary,7.7,18
1543,tt6068406,Galaxy Lords,Galaxy Lords,2018,96,"Action,Adventure,Comedy",2.8,137
1544,tt6068554,[Cargo],[Cargo],2018,80,"Crime,Thriller",2.5,334
1545,tt6069162,Here and Now,Blue Night,2018,91,"Drama,Music,Romance",4.3,963
1546,tt6069620,Love & Bananas,Love & Bananas,2018,77,"Action,Adventure,Documentary",8.0,195
1547,tt6069684,Media hora (y un epílogo),Media hora (y un epílogo),2018,85,\N,7.6,9
1548,tt6071092,Imprisoned,Imprisoned,2018,104,Thriller,6.7,21
1549,tt6071168,Wer hat eigentlich die Liebe erfunden?,Wer hat eigentlich die Liebe erfunden?,2018,92,"Comedy,Drama,Family",6.8,49
1550,tt6071752,Dil Juunglee,Dil Juunglee,2018,124,"Comedy,Romance",3.9,286
1551,tt6072502,The School,The School,2018,86,"Horror,Thriller",3.8,436
1552,tt6072604,Agujero Negro,Agujero Negro,2018,102,"Comedy,Drama",7.4,80
1553,tt6073576,Path to the Dream,Path to the Dream,2018,88,Action,6.9,14
1554,tt6073760,What Haunts Us,What Haunts Us,2018,72,Documentary,7.3,121
1555,tt6074820,Stray,Stray,2018,104,Drama,6.5,134
1556,tt6074834,Delaware Shore,Delaware Shore,2018,98,Drama,9.0,502
1557,tt6077540,Yesterday's Girl,Yesterday's Girl,2018,89,"Action,Drama,Sci-Fi",3.1,78
1558,tt6078194,Bhabhipedia,Bhabhipedia,2018,107,"Comedy,Romance",8.4,72
1559,tt6078866,Soni,Soni,2018,97,Drama,7.2,1580
1560,tt6079832,The Dirty Kind,The Dirty Kind,2018,85,"Crime,Drama,Thriller",7.2,16
1561,tt6080382,Rage of the Mummy,Rage of the Mummy,2018,90,Horror,5.2,22
1562,tt6081670,Possum,Possum,2018,85,"Drama,Horror,Thriller",5.5,2698
1563,tt6083230,Little Forest,Liteul poreseuteu,2018,103,Drama,7.0,1100
1564,tt6083534,The Pigeon,Güvercin,2018,78,Drama,6.3,297
1565,tt6083648,Looking Glass,Looking Glass,2018,103,"Mystery,Thriller",4.6,4356
1566,tt6084816,Old Blood,Old Blood,2018,92,"Comedy,Horror",3.4,12
1567,tt6084880,Beate,Beate,2018,95,Comedy,5.7,10
1568,tt6085412,Alien Invasion,After the Lethargy,2018,82,"Comedy,Horror,Sci-Fi",2.8,208
1569,tt6085642,The Go-Getters,The Go-Getters,2018,83,"Adventure,Comedy",5.3,141
1570,tt6085984,How Jack Became Black,How Jack Became Black,2018,84,Documentary,8.0,21
1571,tt6089358,Haunting on Fraternity Row,Haunting on Fraternity Row,2018,99,Horror,3.8,658
1572,tt6089458,M/M,M/M,2018,81,"Drama,Mystery,Thriller",4.9,166
1573,tt6090044,Romina,Romina,2018,77,"Horror,Thriller",2.2,1484
1574,tt6091462,Padai Veeran,Padai Veeran,2018,130,Drama,6.3,126
1575,tt6093618,Antiquities,Antiquities,2018,93,Comedy,6.8,1358
1576,tt6094986,Dobryy vecher,Dobryy vecher,2018,80,"Comedy,Crime",4.2,16
1577,tt6095486,Rock Steady Row,Rock Steady Row,2018,77,Drama,4.6,189
1578,tt6095984,Point of no Return,Point of no Return,2018,90,"Action,Adventure,Thriller",4.0,113
1579,tt6096166,The Yukon Assignment,The Yukon Assignment,2018,86,"Adventure,Documentary",9.2,57
1580,tt6096212,Alifa,Alifa,2018,109,Drama,7.9,30
1581,tt6096256,My Tourette's,My Tourette's,2018,75,Documentary,7.8,12
1582,tt6096308,Still,Still,2018,96,"Drama,Fantasy,Mystery",5.1,585
1583,tt6096334,Here After,Here After,2018,71,Documentary,6.3,6
1584,tt6096340,The Lost Village,The Lost Village,2018,89,Documentary,3.8,6
1585,tt6096542,In the Middle of the River,In the Middle of the River,2018,113,Drama,7.5,61
1586,tt6096852,Follow the Crows,Follow the Crows,2018,93,Thriller,6.3,67
1587,tt6096948,Let the Girls Play,Comme des garçons,2018,90,Comedy,6.0,399
1588,tt6097228,The Penalty,The Penalty,2018,90,Documentary,6.6,21
1589,tt6097440,Expecting,Expecting,2018,57,Thriller,5.8,11
1590,tt6097524,People with Issues,People with Issues,2018,100,"Comedy,Drama,Romance",7.3,9
1591,tt6097886,The Test & The Art of Thinking,The Test & The Art of Thinking,2018,85,Documentary,7.4,13
1592,tt6098154,Off the Rails,Off the Rails,2018,89,"Comedy,Drama",8.4,18
1593,tt6098380,Isabelle,Isabelle,2018,81,"Horror,Thriller",4.4,552
1594,tt6098526,A Motion Selfie,A Motion Selfie,2018,90,"Biography,Comedy,Drama",7.1,7
1595,tt6098626,Black Memorabilia,Black Memorabilia,2018,63,Documentary,6.1,30
1596,tt6099462,Status Pending,Status Pending,2018,85,"Comedy,Drama,Romance",4.6,35
1597,tt6099494,Purdah,Purdah,2018,71,"Documentary,Drama,Sport",7.9,139
1598,tt6101602,Madeline's Madeline,Madeline's Madeline,2018,93,"Drama,Mystery,Thriller",6.4,2738
1599,tt6101746,Rocky Mountain Fast Guy,Rocky Mountain Fast Guy,2018,119,"Adventure,Drama,Music",7.2,8
1600,tt6102104,Ride,Ride,2018,98,Action,8.1,76
1601,tt6102318,Iron Brothers,Iron Brothers,2018,92,"Action,Adventure,Drama",7.2,16
1602,tt6102396,Kaalakaandi,Kaalakaandi,2018,112,"Comedy,Thriller",6.2,1966
1603,tt6105150,Sliders,Sliders,2018,65,Drama,2.4,11
1604,tt6106822,Blue Note Records: Beyond the Notes,Blue Note Records: Beyond the Notes,2018,85,"Documentary,Music",7.3,187
1605,tt6106980,In Reality,In Reality,2018,95,Romance,4.7,122
1606,tt6107404,Edging,Edging,2018,75,"Comedy,Drama",4.0,48
1607,tt6107562,Concrete Kids,Concrete Kids,2018,82,"Adventure,Family,Sport",6.3,43
1608,tt6108486,Helmet Heads,Cascos indomables,2018,84,"Comedy,Drama",5.0,28
1609,tt6109124,Aadhi,Aadhi,2018,158,"Action,Thriller",6.7,1745
1610,tt6109168,Bergman: A Year in a Life,Bergman: Ett år - ett liv,2018,117,Documentary,7.3,541
1611,tt6109502,Journey to a Mother's Room,Viaje al cuarto de una madre,2018,90,Drama,6.6,571
1612,tt6109874,Cover Versions,Cover Versions,2018,87,Mystery,5.4,493
1613,tt6110984,City of Joel,City of Joel,2018,90,Documentary,7.9,9
1614,tt6111144,Sex Education,Sex Education,2018,135,Drama,7.4,36
1615,tt6111634,Together,Together,2018,84,Romance,8.1,35
1616,tt6111842,Nomad,Nomad,2018,83,Drama,3.1,8
1617,tt6111980,Brothers in Arms,Brothers in Arms,2018,89,Documentary,7.8,94
1618,tt6113122,Hurricane Bianca: From Russia with Hate,Hurricane Bianca: From Russia with Hate,2018,85,Comedy,4.7,1820
1619,tt6116568,Making a Killing,Making a Killing,2018,106,"Crime,Drama,Mystery",4.6,142
1620,tt6116856,The Night Comes for Us,The Night Comes for Us,2018,121,"Action,Thriller",7.0,16189
1621,tt6118340,The Basement,The Basement,2018,90,Horror,5.2,3303
1622,tt6118442,Whispering Sands,Whispering Sands,2018,95,Drama,8.1,24
1623,tt6119210,Resonance,Resonance,2018,73,"Horror,Sci-Fi,Thriller",7.0,13
1624,tt6119856,Irreplaceable You,Irreplaceable You,2018,96,"Comedy,Drama,Romance",6.4,6576
1625,tt6121432,Toba Tek Singh,Toba Tek Singh,2018,75,"Drama,History",7.6,70
1626,tt6126006,SOLO!,SOLO!,2018,90,"Comedy,Musical,Romance",8.3,85
1627,tt6128244,Bluest Moon,Bluest Moon,2018,72,Drama,6.3,7
1628,tt6129302,Bhavesh Joshi Superhero,Bhavesh Joshi Superhero,2018,154,"Action,Drama",7.6,4891
1629,tt6129904,Midnight Runner,Der Läufer,2018,92,Drama,6.0,130
1630,tt6130920,Wolfe,Wolfe,2018,95,Drama,6.7,18
1631,tt6131126,Todo Mal,Todo Mal,2018,100,Comedy,4.6,177
1632,tt6131450,Asher,Asher,2018,104,"Action,Drama,Thriller",5.4,1839
1633,tt6131982,Goin' Rectal,Goin' Rectal,2018,70,"Comedy,Music",7.7,19
1634,tt6133466,The First Purge,The First Purge,2018,98,"Action,Horror,Sci-Fi",5.1,45068
1635,tt6133484,Raakshas,Raakshas,2018,115,"Adventure,Drama,Family",6.5,17
1636,tt6134274,Solis,Solis,2018,92,"Action,Adventure,Sci-Fi",5.4,2759
1637,tt6135920,Major Arcana,Major Arcana,2018,82,Drama,8.1,11
1638,tt6137978,A Fairy's Game,A Fairy's Game,2018,111,"Adventure,Family",6.9,14
1639,tt6139764,Silicon Beach,Silicon Beach,2018,75,Drama,8.7,29
1640,tt6140148,Bullitt County,Bullitt County,2018,98,"Action,Drama,Thriller",4.9,428
1641,tt6140580,Off the Menu,Off the Menu,2018,96,"Comedy,Romance",5.6,513
1642,tt6141334,The Black String,The Black String,2018,93,"Horror,Mystery,Thriller",5.1,332
1643,tt6142146,Sunset,Sunset,2018,84,"Drama,War",5.8,22
1644,tt6142496,6 Balloons,6 Balloons,2018,74,Drama,5.8,3072
1645,tt6143782,Hex,Hex,2018,85,"Horror,Thriller",5.0,2171
1646,tt6143850,Distorted,Distorted,2018,86,"Crime,Mystery,Thriller",5.3,5448
1647,tt6144410,Time Is Up,Open Wound: The Über-Movie,2018,96,"Crime,Drama,Mystery",6.1,18
1648,tt6144460,Smart Christmas,Smart Christmas,2018,90,"Comedy,Family",6.7,26
1649,tt6144958,Jack & Dil,Jack & Dil,2018,98,"Comedy,Family",5.0,54
1650,tt6145054,Simonal,Simonal,2018,105,"Biography,Drama,Music",7.1,79
1651,tt6145764,Obey,Obey,2018,96,Drama,5.4,394
1652,tt6146590,F.R.E.D.I.,F.R.E.D.I.,2018,89,"Adventure,Family,Sci-Fi",5.1,679
1653,tt6147874,Future Lies,Future Lies,2018,118,"Sci-Fi,Thriller",8.0,20
1654,tt6148864,Fang,Fang,2018,74,Horror,7.3,20
1655,tt6149820,Zoo,Zoo,2018,100,Drama,6.4,41
1656,tt6149944,It's Just a Game,It's Just a Game,2018,82,Horror,7.4,13
1657,tt6150000,A rossz árnyék,A rossz árnyék,2018,90,Drama,5.2,20
1658,tt6150962,Song of Back and Neck,Song of Back and Neck,2018,85,"Comedy,Romance",5.8,153
1659,tt6151048,Between the Trees,Between the Trees,2018,74,Thriller,3.4,73
1660,tt6151592,House of My Fathers,House of My Fathers,2018,100,"Drama,Romance,Thriller",6.0,26
1661,tt6152554,Do You Trust This Computer?,Do You Trust This Computer?,2018,78,Documentary,7.4,1399
1662,tt6153336,Las Sandinistas!,Las Sandinistas!,2018,96,"Documentary,History,War",8.1,70
1663,tt6153538,The Little Witch,Die kleine Hexe,2018,103,"Comedy,Drama,Family",6.1,756
1664,tt6154710,die Expats,die Expats,2018,75,Drama,4.9,24
1665,tt6154834,Lashtam Pashtam,Lashtam Pashtam,2018,108,Drama,6.5,58
1666,tt6155172,Roma,Roma,2018,135,Drama,7.8,115404
1667,tt6155374,Redbad,Redbad,2018,160,"Action,Adventure,Drama",5.4,1690
1668,tt6156656,Astro,Astro,2018,105,"Action,Sci-Fi,Thriller",2.1,380
1669,tt6157294,Between Two Waters,Entre dos aguas,2018,136,Drama,6.8,463
1670,tt6157502,The Last Berliner,Der Letzte Mieter,2018,97,"Drama,Thriller",7.3,18
1671,tt6157734,Dons of Disco,Dons of Disco,2018,86,Documentary,7.6,26
1672,tt6157776,Bhalo Theko,Bhalo Theko,2018,142,"Drama,Romance",7.0,27
1673,tt6157970,Wheely,Wheely,2018,90,"Adventure,Animation,Comedy",4.0,430
1674,tt6158276,Fire on the Hill,Fire on the Hill,2018,84,"Documentary,Western",8.0,9
1675,tt6159268,The Nanny,The Nanny,2018,80,"Fantasy,Horror,Thriller",4.1,830
1676,tt6162716,Life with Dog,Life with Dog,2018,106,Drama,6.6,14
1677,tt6162762,Virginia Minnesota,Virginia Minnesota,2018,98,"Comedy,Drama",5.4,141
1678,tt6163094,Double Eagle Ranch,Double Eagle Ranch,2018,107,Comedy,3.6,39
1679,tt6163142,Grace,Grace,2018,90,"Comedy,Crime,Romance",6.9,90
1680,tt6164210,Best Mom,Best Mom,2018,83,Comedy,7.9,12
1681,tt6164238,Volcanoes: The Fires of Creation,Volcanoes: The Fires of Creation,2018,55,Documentary,6.8,34
1682,tt6164254,The Idea of Manhood,The Idea of Manhood,2018,73,Drama,7.4,62
1683,tt6164698,The Heart,Hjärtat,2018,100,Drama,5.4,265
1684,tt6164762,The Delinquent Season,The Delinquent Season,2018,103,"Drama,Romance",6.3,913
1685,tt6164854,Eruption: LA,Eruption: LA,2018,86,"Action,Adventure,Sci-Fi",3.5,181
1686,tt6165342,The Soul Conductor,Provodnik,2018,89,"Drama,Fantasy,Horror",4.4,138
1687,tt6165936,Savage Youth,Savage Youth,2018,100,"Crime,Drama",5.1,210
1688,tt6169694,I Think We're Alone Now,I Think We're Alone Now,2018,93,"Drama,Mystery,Sci-Fi",5.7,6099
1689,tt6169920,L'animale,L'animale,2018,100,Drama,6.6,422
1690,tt6169934,Mrs. Claus,Stirring,2018,86,Horror,3.6,390
1691,tt6170202,Couples' Night,Couples' Night,2018,92,Romance,7.5,882
1692,tt6170484,Monster Hunt 2,Zhuo yao ji 2,2018,110,"Adventure,Comedy,Sci-Fi",5.3,1093
1693,tt6170506,Beast of Burden,Beast of Burden,2018,89,"Action,Crime,Drama",3.5,2277
1694,tt6170804,The Assassin's Code,The Assassin's Code,2018,95,"Action,Crime,Drama",5.0,845
1695,tt6171006,Ryhmäteatteri,Ryhmäteatteri,2018,90,Documentary,7.3,23
1696,tt6171020,Moon Child,Kuutyttö,2018,59,Documentary,6.9,7
1697,tt6172666,Avengers of Justice: Farce Wars,Avengers of Justice: Farce Wars,2018,87,"Action,Comedy,Family",2.3,258
1698,tt6173418,Unconditional,Unconditional,2018,100,"Drama,Mystery",6.4,37
1699,tt6173990,Gold,Gold,2018,151,"Drama,History,Sport",7.3,10024
1700,tt6174226,Paint It Red,Paint It Red,2018,81,"Comedy,Crime,Thriller",4.1,103
1701,tt6175086,Right Here Right Now,So was von da,2018,100,"Comedy,Drama,Music",5.7,186
1702,tt6175802,Asphaltgorillas,Asphaltgorillas,2018,103,"Action,Comedy,Crime",5.6,366
1703,tt6178388,The Chrysanthemum and the Guillotine,Kiku to Guillotine Onna Zumô to Anarchism,2018,189,"Drama,History",5.4,31
1704,tt6179746,The Gateway,The Gateway,2018,90,Sci-Fi,5.6,4088
1705,tt6181974,Industrial Accident: The Story of Wax Trax! Records,Industrial Accident: The Story of Wax Trax! Records,2018,95,"Biography,Documentary,History",8.0,87
1706,tt6182078,St. Agatha,St. Agatha,2018,103,"Horror,Thriller",5.2,4249
1707,tt6182908,Smallfoot,Smallfoot,2018,96,"Adventure,Animation,Comedy",6.6,26831
1708,tt6183104,Canal Street,Canal Street,2018,89,"Drama,Thriller",3.9,188
1709,tt6183106,Iron Cowboy,Iron Cowboy: The Story of the 50.50.50,2018,76,Documentary,6.5,294
1710,tt6183180,Strings,Strings,2018,103,Drama,5.8,57
1711,tt6185266,Something,Something,2018,86,"Drama,Horror,Mystery",4.4,149
1712,tt6185686,Bachman,Bachman,2018,78,Documentary,8.0,19
1713,tt6185692,Brampton's Own,Brampton's Own,2018,89,Drama,5.3,289
1714,tt6185998,The Executioners,The Executioners,2018,93,"Horror,Thriller",3.8,452
1715,tt6186696,The Most Assassinated Woman in the World,La femme la plus assassinée du monde,2018,102,"Biography,Drama,Mystery",5.3,763
1716,tt6186910,Imaikkaa Nodigal,Imaikkaa Nodigal,2018,170,"Action,Crime,Drama",7.4,3699
1717,tt6186940,Hot Air,Hot Air,2018,99,Drama,4.7,370
1718,tt6187620,Painkillers,Painkillers,2018,83,Drama,3.9,214
1719,tt6187794,Looking for Lennon,Looking for Lennon,2018,93,Documentary,6.6,86
1720,tt6190346,Jannat E Milan,Jannat E Milan,2018,135,Musical,2.8,6
1721,tt6190456,X - The eXploited,X.,2018,114,"Crime,Thriller",6.5,830
1722,tt6193506,The Spiral,The Spiral,2018,87,"Horror,Sci-Fi,Thriller",5.0,6
1723,tt6193522,Breaking the Bee,Breaking the Bee,2018,96,Documentary,9.1,40
1724,tt6194704,À 2 heures de Paris,À 2 heures de Paris,2018,80,Comedy,5.7,64
1725,tt6195094,Incident in a Ghostland,Ghostland,2018,91,"Drama,Horror,Mystery",6.4,19254
1726,tt6196406,Boy Band,Boy Band,2018,85,Comedy,7.8,18
1727,tt6197494,Malicious,Malicious,2018,90,"Horror,Thriller",5.0,2661
1728,tt6197972,Meeting Jim,Meeting Jim,2018,75,Documentary,8.0,8
1729,tt6198058,Into the Mirror,Into the Mirror,2018,65,"Drama,Thriller",4.8,57
1730,tt6200656,Kammara Sambhavam,Kammara Sambhavam,2018,182,"Action,Comedy,Drama",7.2,804
1731,tt6202690,The Bed,La cama,2018,94,Drama,5.6,54
1732,tt6203302,The Villain,The Villain,2018,176,"Action,Thriller",5.8,1442
1733,tt6204018,Ted - Show Me Love,Ted - För kärlekens skull,2018,120,"Biography,Drama,Music",7.1,2351
1734,tt6205658,Blindsided,Blindsided,2018,90,"Mystery,Thriller",6.2,25
1735,tt6205872,Assassination Nation,Assassination Nation,2018,108,"Action,Comedy,Crime",5.9,11155
1736,tt6205946,Army & Coop,Army & Coop,2018,84,Comedy,5.7,79
1737,tt6206364,Hunting Lands,Hunting Lands,2018,83,"Crime,Drama,Thriller",6.4,45
1738,tt6206834,Aparição,Aparição,2018,115,"Drama,Romance",5.9,67
1739,tt6207634,Eva and Candela,¿Cómo te llamas?,2018,89,Drama,5.2,61
1740,tt6208950,The Samuel Project,The Samuel Project,2018,92,Drama,8.0,84
1741,tt6210054,Forgotten Tragedy: The Story of the St. Francis Dam,Forgotten Tragedy: The Story of the St. Francis Dam,2018,74,Documentary,9.0,13
1742,tt6210070,Sargis: Das Leben ist so eine Sache,Sargis: Das Leben ist so eine Sache,2018,75,"Biography,Documentary,Sport",8.5,8
1743,tt6210160,Searching for Ingmar Bergman,Auf der Suche nach Ingmar Bergman,2018,99,Documentary,6.7,293
1744,tt6210328,The New Artis,Het nieuwe Artis,2018,90,Documentary,6.7,10
1745,tt6210874,Retrospekt,Retrospekt,2018,101,Drama,6.4,62
1746,tt6210996,10x10,10x10,2018,88,Thriller,5.0,5718
1747,tt6211976,A Vigilante,A Vigilante,2018,91,"Crime,Drama,Mystery",5.6,3973
1748,tt6212136,Paper Year,Paper Year,2018,89,"Drama,Romance",5.2,469
1749,tt6212378,Surviving the Wild,Surviving the Wild,2018,87,"Action,Adventure,Family",5.6,123
1750,tt6212478,American Animals,American Animals,2018,116,"Biography,Crime,Drama",7.0,31697
1751,tt6212586,Custody Road,Custody Road,2018,100,Drama,6.5,20
1752,tt6214722,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,2018,95,"Biography,Documentary,Music",8.0,449
1753,tt6215446,Ghost Light,Ghost Light,2018,102,"Comedy,Horror",4.8,249
1754,tt6217306,Apostle,Apostle,2018,130,"Drama,Fantasy,Horror",6.3,33511
1755,tt6217512,Fight!,Fight!,2018,90,"Action,Drama,Thriller",8.4,59
1756,tt6217724,Axing,Darkoob,2018,91,Drama,5.8,495
1757,tt6218358,Calibre,Calibre,2018,101,"Drama,Thriller",6.7,16744
1758,tt6219314,The Party's Just Beginning,The Party's Just Beginning,2018,91,"Comedy,Drama",6.2,1221
1759,tt6219954,The Roar,The Roar,2018,83,Drama,6.7,6
1760,tt6219974,Flaming,Sholevar,2018,97,Drama,5.6,247
1761,tt6220002,The Recce,The Recce,2018,115,Drama,5.8,45
1762,tt6220752,Pledge,Pledge,2018,77,"Horror,Thriller",5.4,1875
1763,tt6220964,Dying to Live,Dying to Live,2018,91,Documentary,7.5,6
1764,tt6222286,Perfect,Perfect,2018,88,"Horror,Mystery,Sci-Fi",4.2,404
1765,tt6224502,Boarding School,Boarding School,2018,111,"Horror,Mystery",5.8,2346
1766,tt6226212,Sand Angels,Sand Angels,2018,71,Family,7.8,675
1767,tt6231398,Halt: The Motion Picture,Halt: The Motion Picture,2018,110,"Crime,Drama,Thriller",3.7,118
1768,tt6231784,Cherokee Creek,Cherokee Creek,2018,112,"Comedy,Horror",3.8,467
1769,tt6231824,Devil's Cove,Devil's Cove,2018,81,Thriller,4.9,51
1770,tt6236142,A ti te quería encontrar,A ti te quería encontrar,2018,98,"Comedy,Romance",5.3,263
1771,tt6236662,Parallel Chords,Parallel Chords,2018,98,Drama,7.3,34
1772,tt6236738,Last Supper,Last Supper,2018,77,Thriller,4.9,24
1773,tt6236762,Anonymous Zombie,Anonymous Zombie,2018,80,"Comedy,Horror",3.6,88
1774,tt6236780,Rottentail,Rottentail,2018,106,"Comedy,Horror",3.5,116
1775,tt6237268,Ride,Ride,2018,79,"Action,Thriller",5.5,1683
1776,tt6237314,To The Beat!,To The Beat!,2018,96,"Comedy,Drama,Family",5.0,140
1777,tt6237562,Rabbit,Khargioush,2018,88,"Comedy,Drama,Fantasy",4.6,238
1778,tt6237612,Accident Man,Accident Man,2018,105,"Action,Crime,Thriller",6.1,6070
1779,tt6237966,Thaanaa Serndha Koottam,Thaanaa Serndha Koottam,2018,138,"Action,Comedy,Crime",6.8,4473
1780,tt6238528,Fishbowl,Fishbowl,2018,85,Drama,8.2,13
1781,tt6238798,Facing the Wind,Con el viento,2018,108,Drama,6.9,212
1782,tt6241270,Cinderella and the Secret Prince,Cinderella and the Secret Prince,2018,90,"Adventure,Animation,Family",4.4,187
1783,tt6241390,The Boxcar Children: Surprise Island,The Boxcar Children: Surprise Island,2018,81,Animation,5.7,83
1784,tt6241428,The Rise of Eve,The Rise of Eve,2018,123,"Biography,Documentary,Drama",8.0,10
1785,tt6241678,Locating Silver Lake,Locating Silver Lake,2018,110,Drama,5.7,206
1786,tt6241872,"Ruben Brandt, Collector","Ruben Brandt, Collector",2018,96,"Action,Animation,Crime",7.5,3166
1787,tt6242154,"Contigo no, bicho","Contigo no, bicho",2018,81,Comedy,4.8,43
1788,tt6244196,Elvis Presley: The Searcher,Elvis Presley: The Searcher,2018,205,Documentary,7.7,1043
1789,tt6244826,Max Topas - Das Buch der Kristallkinder,Max Topas - Das Buch der Kristallkinder,2018,86,Fantasy,8.3,20
1790,tt6245274,Spider-Man 2: Another World,Spider-Man 2: Another World,2018,90,Sci-Fi,7.0,172
1791,tt6249636,Samurai Sensei,Samurai Sensei,2018,93,Comedy,6.7,22
1792,tt6250554,Payday,Payday,2018,105,"Action,Crime,Drama",4.7,88
1793,tt6250650,Halloween Party,Halloween Party,2018,92,Horror,5.3,12
1794,tt6250792,The Ghost Beyond,The Ghost Beyond,2018,90,"Drama,Horror,Mystery",3.3,190
1795,tt6251024,Office Uprising,Office Uprising,2018,92,"Action,Comedy,Horror",6.1,7713
1796,tt6251390,Under the Eiffel Tower,Under the Eiffel Tower,2018,87,Romance,4.8,383
1797,tt6251504,10 Segundos para Vencer,10 Segundos para Vencer,2018,122,"Drama,Sport",6.8,125
1798,tt6254732,Lovers on Borders,Lovers on Borders,2018,138,"Drama,Romance",5.6,10
1799,tt6256452,The Distances,Les distàncies,2018,99,Drama,6.3,727
1800,tt6256546,Ricordi?,Ricordi?,2018,106,"Drama,Romance",7.5,384
1801,tt6257174,The Miseducation of Cameron Post,The Miseducation of Cameron Post,2018,91,Drama,6.6,14868
1802,tt6258766,The Real Estate,Toppen av ingenting,2018,88,Drama,5.3,257
1803,tt6259198,Every Act of Life,Every Act of Life,2018,93,"Biography,Documentary",7.6,88
1804,tt6260342,Selfie,#Selfi,2018,112,Thriller,5.1,482
1805,tt6263618,In the Aisles,In den Gängen,2018,125,Drama,6.9,2940
1806,tt6264264,That Way Madness Lies...,That Way Madness Lies...,2018,101,"Documentary,Drama",6.5,28
1807,tt6264928,Blood 13,Blood 13,2018,99,"Crime,Drama,Horror",7.4,643
1808,tt6265620,I Miss You When I See You,I Miss You When I See You,2018,93,Drama,6.2,73
1809,tt6266538,Vice,Vice,2018,132,"Biography,Comedy,Drama",7.2,90192
1810,tt6267926,Binding Souls,Binding Souls,2018,89,Horror,7.7,40
1811,tt6268202,Katafigio II: The Ice Path,Katafigio II: The Ice Path,2018,80,"Horror,Thriller",6.4,20
1812,tt6268734,Holly Star,Holly Star,2018,91,Comedy,5.0,107
1813,tt6268812,In My Room,In My Room,2018,119,"Drama,Sci-Fi",6.3,342
1814,tt6268882,Family,Family,2018,85,Comedy,6.3,1003
1815,tt6269368,The Clovehitch Killer,The Clovehitch Killer,2018,109,"Crime,Drama,Mystery",6.5,11564
1816,tt6269434,In This Gray Place,In This Gray Place,2018,101,"Drama,Romance,Thriller",7.0,2983
1817,tt6270596,A Rough Draft,Chernovik,2018,112,Fantasy,4.3,1097
1818,tt6271806,Daddy Issues,Daddy Issues,2018,81,"Drama,Romance",3.9,484
1819,tt6275262,Vodka Diaries,Vodka Diaries,2018,120,"Mystery,Thriller",5.6,956
1820,tt6277824,Poomaram,Poomaram,2018,152,Drama,6.9,644
1821,tt6278764,Red Christmas: Making Better Watch Out,Red Christmas: Making Better Watch Out,2018,56,Documentary,7.0,6
1822,tt6280368,Take It or Leave It,Võta või jäta,2018,102,Drama,7.6,460
1823,tt6280608,Postcards from London,Postcards from London,2018,90,Drama,5.0,726
1824,tt6281230,Tale of the Sea,Hekayat-e darya,2018,97,Drama,5.6,14
1825,tt6282380,What Is Classic Rock?,What Is Classic Rock?,2018,92,"Documentary,Music",8.5,104
1826,tt6283474,Toman,Toman,2018,144,"Biography,Drama,History",6.8,179
1827,tt6283888,The Forgotten Colours of Dreams,The Forgotten Colours of Dreams,2018,129,"Drama,Fantasy",7.7,11
1828,tt6284256,Knuckleball,Knuckleball,2018,89,Thriller,5.7,893
1829,tt6284564,Hot Dog,Hot Dog,2018,100,"Action,Comedy",3.6,1062
